Name,Company,Built,Capacity,Crew,EnrouteDuration,OriginPort,OriginCountry,DestinationPort,DestinationCountry
Neque Ea,Shandong International Transportation Corporation,1970,13300,Central African Republic,40,Shenzhen,China,Tanjung Pelepas,Malaysia
Aut Consectetur,Sinokor Merchant Marine,1990,5400,Nauru,96,Singapore,Singapore,New York-New Jersey,U.S.A.
Quas Beatae,Mediterranean Shipping Company,2020,2700,France,76,Shanghai,China,Marsaxlokk,Malta
Ipsa Consequatur,Ocean Network Express,1964,10400,Portugal,91,Busan,South Korea,Xiamen,China
Mollitia Ut,Antong Holdings (QASC),1953,10600,Iceland,93,Guangzhou Harbor,China,Port Klang,Malaysia
Quae Possimus,COSCO Shipping,1998,6700,United States Minor Outlying Islands,105,Kaohsiung,Taiwan,Guangzhou Harbor,China
Adipisci Ab,Sinokor Merchant Marine,1950,13000,Estonia,64,Shanghai,China,Singapore,Singapore
Autem Non,Maersk,2013,5000,Bahrain,49,Long Beach,U.S.A.,Antwerp,Belgium
Ex Voluptatibus,Maersk,2011,11200,Cambodia,84,Hong Kong,China,Jawarharlal Nehru Port (Nhava Sheva),India
Enim Fugit,Salam Pacific Indonesia Lines,1980,12900,Slovakia (Slovak Republic),57,Ningbo-Zhoushan,China,Los Angeles,U.S.A.
Nemo Iure,Maersk,1997,5200,Turks and Caicos Islands,95,Laem Chabang,Thailand,Singapore,Singapore
Quae At,Zhonggu Logistics,1981,17900,Gabon,64,Tianjin,China,Tanger Med,Morocco
Aperiam Et,Shandong International Transportation Corporation,1956,17900,Thailand,60,Xiamen,China,Singapore,Singapore
Ut Nam,Evergreen Marine,1951,5100,Central African Republic,88,Colombo,Sri Lanka,Rizhao,China
Aliquid Modi,Mediterranean Shipping Company,1985,8200,Botswana,94,Busan,South Korea,Ningbo-Zhoushan,China
Modi Corrupti,Antong Holdings (QASC),1971,8700,Ecuador,63,Jeddah,Saudi Arabia,Tanjung Priok,Indonesia
Vero Quam,Maersk,1971,12200,Saint Kitts and Nevis,96,Hamburg,Germany,Los Angeles,U.S.A.
Impedit Ipsum,Maersk,1956,2900,Ghana,88,Singapore,Singapore,Shanghai,China
In Nihil,X-Press Feeders,1952,16500,Saudi Arabia,96,Hamburg,Germany,Singapore,Singapore
Minus Beatae,Hyundai Merchant Marine,2004,8300,Turkey,85,Shanghai,China,Busan,South Korea
Vel Placeat,Maersk,2004,9800,Gabon,21,Singapore,Singapore,Yingkou,China
Sed Delectus,Evergreen Marine,1993,10000,Northern Mariana Islands,84,Shanghai,China,Tanjung Priok,Indonesia
Vel Maxime,CMA CGM,2000,8800,Somalia,94,Shenzhen,China,New York-New Jersey,U.S.A.
Praesentium Pariatur,Hapag-Lloyd,2001,7900,Pakistan,21,Shenzhen,China,Jebel Ali,United Arab Emirates
Ea Illum,Korea Marine Transport Company [de],2004,15200,Lesotho,85,Tokyo,Japan,Shanghai,China
Dicta Non,Zim Integrated Shipping Services,2018,2100,Kyrgyz Republic,61,Shanghai,China,Tanjung Pelepas,Malaysia
Vero Vel,Antong Holdings (QASC),2004,8600,Senegal,34,Shanghai,China,Kaohsiung,Taiwan
Recusandae Veniam,Maersk,1995,4000,American Samoa,108,Shanghai,China,Jebel Ali,United Arab Emirates
Qui Dolor,COSCO Shipping,1964,8900,Slovenia,72,Lianyunguang,China,Manila,Philippines
Voluptas Doloribus,CMA CGM,2021,10200,Vietnam,112,Santos,Brazil,Shanghai,China
Pariatur Natus,Maersk,2005,3400,Iceland,90,Hong Kong,China,Ho Chi Minh City,Vietnam
Omnis Optio,CMA CGM,1982,7300,Svalbard & Jan Mayen Islands,116,Keihin Ports,Japan,Shenzhen,China
Deserunt Earum,Shandong International Transportation Corporation,2000,7000,China,65,Dongguan,China,Jebel Ali,United Arab Emirates
Aliquid Non,Mediterranean Shipping Company,1955,8300,Slovenia,37,Rizhao,China,Los Angeles,U.S.A.
Odit Non,Sinokor Merchant Marine,1967,9600,Bhutan,97,Mundra,India,Guangzhou Harbor,China
Non Est,CMA CGM,1990,5500,Fiji,113,Lianyunguang,China,Tanjung Priok,Indonesia
Dolor Vero,Pacific International Lines,2017,16900,Guinea,39,Qingdao,China,Singapore,Singapore
Dolor Quas,Mediterranean Shipping Company,2004,1800,Antigua and Barbuda,55,Xiamen,China,Jeddah,Saudi Arabia
Molestiae Id,Mediterranean Shipping Company,1970,3500,Heard Island and McDonald Islands,41,Hong Kong,China,Busan,South Korea
Pariatur Deserunt,Sinokor Merchant Marine,2008,15500,Uruguay,30,Cai Mep,Vietnam,Hong Kong,China
Commodi Est,Ocean Network Express,2012,12600,Nicaragua,86,Xiamen,China,Hamburg,Germany
Officia In,Evergreen Marine,2015,13100,Peru,55,Port Klang,Malaysia,Busan,South Korea
Aut Ducimus,Mediterranean Shipping Company,2011,3300,Mexico,60,Shenzhen,China,Jebel Ali,United Arab Emirates
Possimus Dolorem,CMA CGM,1970,3800,United States of America,56,Tanjung Pelepas,Malaysia,Colombo,Sri Lanka
Reprehenderit Sed,COSCO Shipping,1967,9800,Poland,35,Tanger Med,Morocco,Dalian,China
Tempore Sunt,CMA CGM,1969,5500,Ukraine,56,Shenzhen,China,Busan,South Korea
Incidunt Magni,Hapag-Lloyd,1959,15600,Costa Rica,92,Tianjin,China,Busan,South Korea
Earum Dolore,Sinotrans,1957,8900,Wallis and Futuna,35,Colombo,Sri Lanka,Singapore,Singapore
Fuga Iusto,Ocean Network Express,1967,4000,Swaziland,20,Shenzhen,China,Kaohsiung,Taiwan
Ratione Iure,CMA CGM,1990,10400,Brazil,68,Guangzhou Harbor,China,Mundra,India
Aut Quod,Korea Marine Transport Company [de],2002,10400,Moldova,60,Hong Kong,China,Rotterdam,The Netherlands
Voluptate Sunt,Antong Holdings (QASC),1974,16800,Egypt,48,Long Beach,U.S.A.,Shanghai,China
Eum Unde,Swire,1983,2100,Panama,49,Antwerp,Belgium,Lianyunguang,China
Doloremque Vero,Grimaldi Group,1997,12800,Jersey,54,Los Angeles,U.S.A.,Tanjung Priok,Indonesia
Unde Accusantium,Ocean Network Express,1958,4200,Colombia,54,Guangzhou Harbor,China,Seattle-Tacoma NW Seaport Alliance,U.S.A.
Rerum Perferendis,COSCO Shipping,2012,15800,Syrian Arab Republic,79,Ningbo-Zhoushan,China,Kaohsiung,Taiwan
Possimus Voluptate,Unifeeder,1970,5100,Timor-Leste,23,New York-New Jersey,U.S.A.,Piraeus,Greece
Vel Accusantium,COSCO Shipping,1988,14700,Northern Mariana Islands,58,Shanghai,China,Keihin Ports,Japan
Autem Eos,CMA CGM,1976,18000,Suriname,38,Tianjin,China,Keihin Ports,Japan
Sunt Facere,Shandong International Transportation Corporation,2000,12400,Cuba,113,Laem Chabang,Thailand,Tanjung Pelepas,Malaysia
Assumenda Sit,Hyundai Merchant Marine,1965,11800,Guam,114,Shenzhen,China,Bremen/Bremerhaven,Germany
Aliquid In,Pacific International Lines,2012,13500,Serbia,108,Busan,South Korea,Shanghai,China
Tenetur Consequuntur,CMA CGM,1984,15300,Niue,97,Singapore,Singapore,Tokyo,Japan
Veniam Delectus,COSCO Shipping,1981,6700,Afghanistan,63,New York-New Jersey,U.S.A.,Busan,South Korea
Dolorem Nesciunt,Zim Integrated Shipping Services,1983,13000,Aruba,50,Ningbo-Zhoushan,China,Mundra,India
Quia Unde,Ocean Network Express,1994,7000,Bouvet Island (Bouvetoya),111,Jebel Ali,United Arab Emirates,Rotterdam,The Netherlands
Molestiae Quia,Unifeeder,2021,9600,Libyan Arab Jamahiriya,34,Shanghai,China,Singapore,Singapore
In Rerum,Maersk,1986,11400,Oman,25,Kaohsiung,Taiwan,Rotterdam,The Netherlands
Repudiandae Amet,Salam Pacific Indonesia Lines,1964,7000,Ukraine,111,Singapore,Singapore,Guangzhou Harbor,China
Natus Eveniet,COSCO Shipping,1998,15900,Serbia,68,Los Angeles,U.S.A.,Ho Chi Minh City,Vietnam
Est Non,CMA CGM,2021,2700,Equatorial Guinea,101,Shenzhen,China,Singapore,Singapore
Ex Corporis,Unifeeder,2015,13200,Senegal,78,Keihin Ports,Japan,Shenzhen,China
Voluptatem A,CMA CGM,2000,4900,Australia,54,Dongguan,China,New York-New Jersey,U.S.A.
Officiis Voluptatibus,CMA CGM,1955,5400,Isle of Man,88,Shenzhen,China,Rotterdam,The Netherlands
Ipsam Enim,Antong Holdings (QASC),1963,5400,Suriname,31,Lianyunguang,China,New York-New Jersey,U.S.A.
Cumque Eaque,Hapag-Lloyd,2013,3800,"Virgin Islands, British",21,Keihin Ports,Japan,Hong Kong,China
Laborum Adipisci,Yang Ming Marine Transport Corporation,1951,9400,Australia,31,Mundra,India,Lianyunguang,China
Consectetur Adipisci,COSCO Shipping,2015,2800,Singapore,81,Seattle-Tacoma NW Seaport Alliance,U.S.A.,Kaohsiung,Taiwan
Nam Rerum,Maersk,2010,6500,Puerto Rico,112,Los Angeles,U.S.A.,Lianyunguang,China
Omnis Temporibus,CMA CGM,1955,2000,American Samoa,27,Hong Kong,China,Singapore,Singapore
Ducimus Ratione,Sinotrans,1957,8200,Philippines,66,Tianjin,China,Jebel Ali,United Arab Emirates
Repudiandae Consequatur,TS Lines,1952,4600,Libyan Arab Jamahiriya,40,Los Angeles,U.S.A.,Hong Kong,China
Enim Aliquam,COSCO Shipping,1998,18000,Tanzania,73,Port Klang,Malaysia,Jebel Ali,United Arab Emirates
Consequatur Nesciunt,Maersk,2021,6200,Ghana,103,Antwerp,Belgium,Xiamen,China
Nemo Eos,Evergreen Marine,2019,3700,Guyana,57,Vancouver,Canada,Jebel Ali,United Arab Emirates
Sequi Repellendus,Maersk,1969,9000,Greece,120,Xiamen,China,Piraeus,Greece
Et Aspernatur,Evergreen Marine,2011,1100,Hungary,75,Hamburg,Germany,Antwerp,Belgium
Aspernatur Porro,Antong Holdings (QASC),1974,6300,Hungary,94,Los Angeles,U.S.A.,Ningbo-Zhoushan,China
Est Excepturi,COSCO Shipping,2018,5000,Netherlands Antilles,104,Busan,South Korea,Shanghai,China
Eaque Vel,Hapag-Lloyd,2017,15500,Saint Vincent and the Grenadines,64,Manila,Philippines,Busan,South Korea
Ullam Harum,X-Press Feeders,1956,13000,Afghanistan,45,Busan,South Korea,Keihin Ports,Japan
Odio Beatae,Mediterranean Shipping Company,2002,17500,French Guiana,74,Antwerp,Belgium,Fuzhou,China
Sed Unde,Maersk,1950,7900,Wallis and Futuna,78,Long Beach,U.S.A.,Ningbo-Zhoushan,China
Ratione Reiciendis,Pacific International Lines,2002,3000,Equatorial Guinea,107,Qingdao,China,Rotterdam,The Netherlands
Natus Ullam,CMA CGM,1954,9300,Swaziland,54,Jebel Ali,United Arab Emirates,Shenzhen,China
Quibusdam Eum,Mediterranean Shipping Company,1974,4100,Mauritania,20,Shanghai,China,Ho Chi Minh City,Vietnam
Dolorum Laborum,Ocean Network Express,2006,9900,Falkland Islands (Malvinas),63,Ningbo-Zhoushan,China,Felixstowe,U.K.
Sint Aut,Swire,1990,16900,Saudi Arabia,89,Piraeus,Greece,Singapore,Singapore
Assumenda Corporis,Maersk,1971,15300,Netherlands Antilles,59,Shanghai,China,Busan,South Korea
Aperiam Sed,COSCO Shipping,1983,11000,Kenya,66,Singapore,Singapore,Vancouver,Canada
Voluptates Dolorem,IRISL Group,2011,10000,France,52,Cai Mep,Vietnam,Qingdao,China
Exercitationem Ipsum,COSCO Shipping,1971,5900,Heard Island and McDonald Islands,44,Rizhao,China,Jebel Ali,United Arab Emirates
Aut Maiores,COSCO Shipping,1986,6400,Hong Kong,111,Singapore,Singapore,Seattle-Tacoma NW Seaport Alliance,U.S.A.
Quos Et,Mediterranean Shipping Company,1958,10200,Nepal,94,Shanghai,China,Busan,South Korea
Debitis Atque,Unifeeder,1957,7400,Grenada,109,Dalian,China,Colon,Panama
Itaque Voluptas,Zim Integrated Shipping Services,1984,12100,Cayman Islands,91,Shenzhen,China,Algeciras,Spain
Eum Sequi,CMA CGM,2003,15400,Australia,46,Rotterdam,The Netherlands,Hong Kong,China
Reprehenderit Eaque,Zhonggu Logistics,1991,9700,Saint Vincent and the Grenadines,59,Long Beach,U.S.A.,Ningbo-Zhoushan,China
Est Dolorem,COSCO Shipping,1986,12700,Albania,120,Singapore,Singapore,Tokyo,Japan
Similique Id,COSCO Shipping,1988,15400,Jamaica,54,Shenzhen,China,Colon,Panama
Facilis Quam,Pacific International Lines,2009,16700,French Polynesia,88,Busan,South Korea,Tanjung Priok,Indonesia
Quis Aliquid,X-Press Feeders,2004,9600,Kyrgyz Republic,98,Hanshin Port,Japan,Shenzhen,China
Aut Voluptates,COSCO Shipping,2021,14900,Bahamas,25,Busan,South Korea,Jebel Ali,United Arab Emirates
Quo Hic,COSCO Shipping,2009,4700,Andorra,90,Dalian,China,Kaohsiung,Taiwan
Quae Doloribus,Mediterranean Shipping Company,1956,13700,Egypt,96,Guangzhou Harbor,China,Colon,Panama
Non Esse,Maersk,1969,6400,Colombia,88,Rotterdam,The Netherlands,Santos,Brazil
Sit Fugiat,Maersk,1952,5000,Ireland,30,Ningbo-Zhoushan,China,Port Klang,Malaysia
Error Sequi,Maersk,1981,2100,Barbados,54,Keihin Ports,Japan,Singapore,Singapore
Consectetur Rerum,Maersk,1994,4000,Saint Helena,37,Cai Mep,Vietnam,Shanghai,China
Vel Fugit,CMA CGM,1967,8800,Lao People's Democratic Republic,28,Shenzhen,China,Tanjung Pelepas,Malaysia
Similique Quas,Hapag-Lloyd,1959,8800,France,42,Mundra,India,Nanjing,China
Voluptas Non,COSCO Shipping,1980,16200,Guam,31,Busan,South Korea,Fuzhou,China
Cum Reprehenderit,Pacific International Lines,1984,7000,Guinea-Bissau,73,Los Angeles,U.S.A.,Mundra,India
Dolor Eligendi,COSCO Shipping,1960,11800,Greece,84,Bremen/Bremerhaven,Germany,New York-New Jersey,U.S.A.
Explicabo Explicabo,Mediterranean Shipping Company,1989,4600,Mali,78,Marsaxlokk,Malta,Jeddah,Saudi Arabia
Nam Ipsum,Mediterranean Shipping Company,2017,4100,Estonia,86,Kaohsiung,Taiwan,Tanjung Pelepas,Malaysia
Beatae Maxime,Mediterranean Shipping Company,2008,10000,Iceland,93,Yingkou,China,Singapore,Singapore
Quia Libero,Hapag-Lloyd,1973,7200,Nigeria,68,Antwerp,Belgium,Singapore,Singapore
Incidunt Iste,Maersk,1971,5800,Benin,79,Yingkou,China,Tanjung Pelepas,Malaysia
Occaecati Pariatur,Yang Ming Marine Transport Corporation,2017,7500,Haiti,52,Shanghai,China,Kaohsiung,Taiwan
Quam Est,Mediterranean Shipping Company,1963,14500,Guyana,91,Seattle-Tacoma NW Seaport Alliance,U.S.A.,Tanger Med,Morocco
Quia Dolorem,CMA CGM,2007,3100,Belgium,42,Antwerp,Belgium,Guangzhou Harbor,China
Autem Alias,Evergreen Marine,2019,7900,Jamaica,85,Xiamen,China,Busan,South Korea
Voluptatem Dolorem,Mediterranean Shipping Company,2001,7900,Belarus,38,Colombo,Sri Lanka,Hong Kong,China
Nulla Expedita,Yang Ming Marine Transport Corporation,1987,14700,Nauru,26,Bremen/Bremerhaven,Germany,Hong Kong,China
Facilis Aliquam,Mediterranean Shipping Company,1988,6000,Mali,110,Jebel Ali,United Arab Emirates,Tanger Med,Morocco
Accusamus Aliquam,Antong Holdings (QASC),1986,6800,Guam,45,Ningbo-Zhoushan,China,New York-New Jersey,U.S.A.
Excepturi Est,Hapag-Lloyd,1977,13900,Bouvet Island (Bouvetoya),41,Lianyunguang,China,Jebel Ali,United Arab Emirates
Possimus Quis,Hapag-Lloyd,1967,10900,Kyrgyz Republic,73,Yingkou,China,Hamburg,Germany
Quaerat Dolor,X-Press Feeders,1959,10800,Turks and Caicos Islands,45,Shanghai,China,Jawarharlal Nehru Port (Nhava Sheva),India
Fugiat Fuga,Mediterranean Shipping Company,1971,10000,Turks and Caicos Islands,35,Tianjin,China,Port Klang,Malaysia
Eos Minus,Wan Hai Lines,1958,6500,Trinidad and Tobago,88,Lianyunguang,China,Bremen/Bremerhaven,Germany
Excepturi Molestiae,Mediterranean Shipping Company,1975,7900,Jamaica,53,Bremen/Bremerhaven,Germany,Tanjung Priok,Indonesia
Est Pariatur,X-Press Feeders,2011,14100,Saint Martin,33,Lianyunguang,China,Busan,South Korea
Aut Placeat,COSCO Shipping,1961,14600,Norfolk Island,40,Singapore,Singapore,Dalian,China
Vel Occaecati,Evergreen Marine,1959,14600,Somalia,30,Jebel Ali,United Arab Emirates,Hamburg,Germany
Hic Fugit,Wan Hai Lines,2021,3500,Turkey,34,Tianjin,China,Tanjung Pelepas,Malaysia
Esse Consequuntur,COSCO Shipping,1981,10000,Nepal,108,Xiamen,China,Long Beach,U.S.A.
Amet Blanditiis,Sinokor Merchant Marine,1973,18000,Grenada,80,Algeciras,Spain,Busan,South Korea
Iste Consectetur,COSCO Shipping,2018,16600,Malta,91,Busan,South Korea,Dongguan,China
Laboriosam Quam,X-Press Feeders,1993,3100,Moldova,37,Rotterdam,The Netherlands,Shanghai,China
Eos Aliquam,Korea Marine Transport Company [de],1976,5000,Tanzania,61,Shenzhen,China,Singapore,Singapore
Necessitatibus Voluptates,Mediterranean Shipping Company,1961,8600,Kuwait,83,Singapore,Singapore,Tanjung Pelepas,Malaysia
Blanditiis Veniam,Hyundai Merchant Marine,1959,8800,Liberia,85,Tianjin,China,Algeciras,Spain
Ut Mollitia,Maersk,1997,2900,Uzbekistan,118,Singapore,Singapore,Ningbo-Zhoushan,China
Suscipit Rerum,Shandong International Transportation Corporation,1979,16400,Belarus,84,Tokyo,Japan,Xiamen,China
Ullam Vitae,Mediterranean Shipping Company,2009,8200,Guinea,44,Los Angeles,U.S.A.,Busan,South Korea
Quo Repudiandae,COSCO Shipping,1996,14300,Gabon,119,Guangzhou Harbor,China,Kaohsiung,Taiwan
Esse Eum,Mediterranean Shipping Company,1969,7000,Falkland Islands (Malvinas),22,Manila,Philippines,Rizhao,China
Consectetur Eos,Ocean Network Express,1954,15000,Croatia,116,Antwerp,Belgium,Guangzhou Harbor,China
Et Labore,Maersk,1978,9400,Guyana,112,Singapore,Singapore,Tianjin,China
Cupiditate Iure,Maersk,1997,14500,Belgium,68,Shanghai,China,Busan,South Korea
Earum Nihil,Salam Pacific Indonesia Lines,1960,16200,India,24,Rotterdam,The Netherlands,Singapore,Singapore
Neque Sint,Mediterranean Shipping Company,1986,5600,Iran,111,Singapore,Singapore,Ningbo-Zhoushan,China
Ea Eligendi,Mediterranean Shipping Company,1990,13300,Mozambique,51,Felixstowe,U.K.,Tanjung Pelepas,Malaysia
Dolorem Eos,Evergreen Marine,2002,9300,Bahrain,22,Tanjung Priok,Indonesia,Singapore,Singapore
Consequatur Soluta,IRISL Group,2002,4300,Reunion,111,Hong Kong,China,Vancouver,Canada
Laborum Eligendi,Zhonggu Logistics,2020,6800,Saudi Arabia,90,Hamburg,Germany,Singapore,Singapore
Sapiente Enim,Mediterranean Shipping Company,2011,16800,Gibraltar,45,Xiamen,China,Port Klang,Malaysia
Ex Adipisci,Maersk,1970,11600,Vanuatu,47,Antwerp,Belgium,Rotterdam,The Netherlands
Asperiores Dolor,COSCO Shipping,2006,9300,Nicaragua,116,Port Klang,Malaysia,Antwerp,Belgium
Explicabo Quia,Hapag-Lloyd,1967,11600,Tajikistan,88,Rizhao,China,Mundra,India
Enim Explicabo,Mediterranean Shipping Company,1994,3600,Micronesia,20,Port Klang,Malaysia,Hong Kong,China
Ut Incidunt,X-Press Feeders,1985,9400,"Virgin Islands, U.S.",95,Busan,South Korea,Mundra,India
Cum Est,Maersk,1982,8800,Armenia,108,Manila,Philippines,Singapore,Singapore
Ullam Quos,Ocean Network Express,2021,10900,Bahamas,119,Shenzhen,China,Tanjung Priok,Indonesia
Tenetur Iure,Shandong International Transportation Corporation,2014,9600,Wallis and Futuna,107,Shenzhen,China,Keihin Ports,Japan
Provident Odit,Evergreen Marine,1982,13200,Yemen,48,Lianyunguang,China,Marsaxlokk,Malta
Ad Eum,Maersk,1964,14400,Netherlands Antilles,116,Colon,Panama,Hong Kong,China
Necessitatibus Autem,Maersk,2005,10200,Germany,83,Jeddah,Saudi Arabia,Mundra,India
Magni Officia,CMA CGM,1977,16200,Azerbaijan,68,Ho Chi Minh City,Vietnam,Rotterdam,The Netherlands
Quasi Omnis,Mediterranean Shipping Company,2005,4900,Pakistan,25,Guangzhou Harbor,China,Keihin Ports,Japan
Eaque Ipsa,Korea Marine Transport Company [de],1968,7000,Mayotte,106,Jebel Ali,United Arab Emirates,Antwerp,Belgium
Nostrum Saepe,COSCO Shipping,1967,1800,Mozambique,64,Laem Chabang,Thailand,Mundra,India
Id Harum,Maersk,1965,10800,Haiti,23,Shenzhen,China,Santos,Brazil
Officia Ut,Yang Ming Marine Transport Corporation,1984,12700,Kyrgyz Republic,119,Guangzhou Harbor,China,Tanjung Pelepas,Malaysia
Consectetur Aliquid,CMA CGM,1983,11400,Serbia,65,Singapore,Singapore,Keihin Ports,Japan
Maxime Quisquam,Wan Hai Lines,1997,8400,Northern Mariana Islands,90,Tokyo,Japan,Singapore,Singapore
Sunt Non,Ocean Network Express,1987,5400,Papua New Guinea,109,Busan,South Korea,Ho Chi Minh City,Vietnam
Similique Nobis,X-Press Feeders,2003,13900,Cuba,106,Hong Kong,China,Port Klang,Malaysia
Quam Illum,Mediterranean Shipping Company,1969,12000,Greece,114,Ho Chi Minh City,Vietnam,New York-New Jersey,U.S.A.
Alias Consectetur,Ocean Network Express,2015,15000,Iraq,110,Tanjung Pelepas,Malaysia,Vancouver,Canada
Ut Ducimus,CMA CGM,1977,17800,United States of America,29,Shanghai,China,Marsaxlokk,Malta
Provident Dolor,Evergreen Marine,1974,6200,Bouvet Island (Bouvetoya),38,Lianyunguang,China,Laem Chabang,Thailand
Cumque Itaque,Yang Ming Marine Transport Corporation,2009,7900,Bahamas,40,Singapore,Singapore,Cai Mep,Vietnam
Dolor Repellat,Korea Marine Transport Company [de],1977,17500,Burundi,107,Shenzhen,China,Laem Chabang,Thailand
Animi Sit,CMA CGM,1975,11300,Guinea-Bissau,101,Singapore,Singapore,Rotterdam,The Netherlands
Asperiores Veniam,Maersk,1973,10900,Democratic People's Republic of Korea,119,Tianjin,China,Kaohsiung,Taiwan
Qui Doloremque,Maersk,2015,8800,Djibouti,114,Busan,South Korea,Tanjung Pelepas,Malaysia
Sed Ullam,Maersk,1982,12700,Guinea,120,Singapore,Singapore,Jebel Ali,United Arab Emirates
Iste Odit,Hyundai Merchant Marine,2001,8200,Martinique,118,New York-New Jersey,U.S.A.,Hong Kong,China
In A,Maersk,1962,16300,Christmas Island,97,Jebel Ali,United Arab Emirates,Hong Kong,China
Delectus Vitae,CMA CGM,2014,8600,Cape Verde,89,Shanghai,China,Barcelona,Spain
Quia Ad,COSCO Shipping,1952,8100,Albania,81,Antwerp,Belgium,Tianjin,China
Dignissimos Consequuntur,CMA CGM,2007,2400,Madagascar,84,Singapore,Singapore,Shanghai,China
Ratione Distinctio,Ocean Network Express,2011,7400,Ethiopia,58,Shanghai,China,Busan,South Korea
Unde Voluptatem,Maersk,1993,15700,Iceland,81,Guangzhou Harbor,China,Tanjung Priok,Indonesia
Necessitatibus Vel,Hapag-Lloyd,2014,13100,Poland,115,Long Beach,U.S.A.,Ningbo-Zhoushan,China
Quidem A,Antong Holdings (QASC),1962,4500,Angola,66,New York-New Jersey,U.S.A.,Ningbo-Zhoushan,China
Deleniti Dolor,Yang Ming Marine Transport Corporation,2007,8400,Uruguay,36,Hong Kong,China,Long Beach,U.S.A.
Quis Quis,Mediterranean Shipping Company,1970,6700,Saint Barthelemy,95,Colombo,Sri Lanka,Shanghai,China
Aperiam Corporis,Mediterranean Shipping Company,1979,9700,Niger,39,Shanghai,China,Kaohsiung,Taiwan
Consectetur Sit,CMA CGM,1982,6800,Australia,99,Ho Chi Minh City,Vietnam,Guangzhou Harbor,China
Molestias Non,Ocean Network Express,2017,9400,Thailand,32,Shanghai,China,Los Angeles,U.S.A.
